datetime,open,high,low,close
2025-09-26 01:00:00,3739.2,3745.36,3735.91,3738.56
2025-09-26 01:30:00,3738.57,3744.28,3737.06,3741.69
2025-09-26 02:00:00,3741.69,3747.0,3740.57,3742.71
2025-09-26 02:30:00,3742.71,3743.59,3737.88,3739.48
2025-09-26 03:00:00,3739.48,3746.64,3738.68,3744.59
2025-09-26 03:30:00,3744.6,3753.34,3743.71,3747.06
2025-09-26 04:00:00,3747.05,3756.07,3743.82,3756.06
2025-09-26 04:30:00,3756.07,3765.05,3754.38,3762.27
2025-09-26 05:00:00,3762.27,3763.27,3757.34,3758.04
2025-09-26 05:30:00,3758.03,3758.03,3751.03,3753.19
2025-09-26 06:00:00,3753.19,3758.76,3753.19,3757.69
2025-09-26 06:30:00,3757.7,3760.0,3757.67,3757.69
2025-09-26 07:00:00,3757.68,3764.08,3757.41,3762.17
2025-09-26 07:30:00,3762.18,3762.18,3759.65,3760.88
2025-09-26 08:00:00,3760.87,3760.88,3755.06,3758.05
2025-09-26 08:30:00,3758.05,3759.5,3757.74,3757.75
2025-09-26 09:00:00,3757.74,3759.32,3748.28,3753.02
2025-09-26 09:30:00,3753.03,3754.01,3748.73,3753.29
2025-09-26 10:00:00,3753.29,3757.48,3748.35,3749.87
2025-09-26 10:30:00,3749.87,3756.82,3749.87,3756.65
2025-09-26 11:00:00,3756.66,3759.99,3747.9,3750.03
2025-09-26 11:30:00,3750.03,3752.45,3746.25,3746.98
2025-09-26 12:00:00,3746.98,3749.01,3744.75,3747.37
2025-09-26 12:30:00,3747.38,3749.41,3745.14,3745.46
2025-09-26 13:00:00,3745.45,3747.79,3742.04,3747.79
2025-09-26 13:30:00,3747.79,3751.75,3747.79,3751.61
2025-09-26 14:00:00,3751.62,3753.48,3750.77,3751.3
2025-09-26 14:30:00,3751.31,3754.01,3751.22,3753.19
2025-09-26 15:00:00,3753.19,3753.93,3752.58,3753.33
2025-09-26 15:30:00,3753.34,3755.8,3747.14,3747.61
2025-09-26 16:00:00,3747.6,3759.48,3746.27,3757.83
2025-09-26 16:30:00,3757.83,3758.74,3748.28,3748.48
2025-09-26 17:00:00,3748.48,3751.1,3745.69,3751.09
2025-09-26 17:30:00,3751.09,3755.16,3751.09,3754.29
2025-09-26 18:00:00,3754.18,3757.62,3753.47,3756.98
2025-09-26 18:30:00,3756.97,3760.06,3755.18,3759.11
2025-09-26 19:00:00,3759.11,3761.1,3755.34,3755.34
2025-09-26 19:30:00,3755.35,3758.25,3754.55,3758.25
2025-09-26 20:00:00,3758.26,3761.98,3755.75,3755.8
2025-09-26 20:30:00,3755.8,3755.86,3749.23,3750.97
2025-09-26 21:00:00,3751.06,3757.57,3746.07,3757.57
2025-09-26 21:30:00,3757.62,3760.82,3757.17,3757.71
2025-09-26 22:00:00,3757.71,3760.1,3753.76,3756.95
2025-09-26 22:30:00,3756.99,3763.96,3755.12,3760.48
2025-09-26 23:00:00,3760.48,3775.06,3760.28,3767.48
2025-09-26 23:30:00,3767.49,3772.7,3762.64,3772.09
